Year,Round,Driver,Q_DeltaToPole,Q_Session
2023,16,STR,2.304000000000002,Q1
2023,16,HUL,2.4220000000000113,Q1
2023,16,ZHO,2.521000000000001,Q1
2023,19,LEC,0.0,Q3
2023,19,SAI,0.0670000000000072,Q3
2023,19,VER,0.0970000000000084,Q3
2023,19,RIC,0.2160000000000081,Q3
2023,19,PER,0.257000000000005,Q3
2023,19,HAM,0.2880000000000109,Q3
2023,19,PIA,0.4570000000000078,Q3
2023,19,RUS,0.5080000000000098,Q3
2023,19,BOT,0.8659999999999997,Q3
2023,19,ZHO,0.8840000000000003,Q3
2023,19,GAS,1.355000000000004,Q2
2023,19,HUL,1.358000000000004,Q2
2023,19,ALO,1.5720000000000027,Q2
2023,19,ALB,1.9809999999999943,Q2
2023,19,TSU,1.7240000000000038,Q1
2023,19,OCO,1.9140000000000017,Q1
2023,19,MAG,1.997,Q1
2023,19,STR,2.061000000000007,Q1
2023,19,NOR,4.388000000000005,Q1
2023,22,VER,0.0,Q3
2023,22,LEC,0.13900000000001,Q3
2023,22,PIA,0.3370000000000033,Q3
2023,22,RUS,0.3430000000000035,Q3
2023,22,NOR,0.3710000000000093,Q3
2023,22,TSU,0.5230000000000103,Q3
2023,22,ALO,0.63900000000001,Q3
2023,22,HUL,0.6630000000000109,Q3
2023,22,PER,0.7259999999999991,Q3
2023,22,GAS,1.1030000000000086,Q3
2023,22,HAM,0.9140000000000156,Q2
2023,22,OCO,0.945999999999998,Q2
2023,22,STR,0.977000000000004,Q2
2023,22,ALB,0.9939999999999998,Q2
2023,22,RIC,0.997000000000014,Q2
2023,22,SAI,1.2930000000000064,Q1
2023,22,MAG,1.3190000000000026,Q1
2023,22,BOT,1.3430000000000035,Q1
2023,22,ZHO,1.7139999999999986,Q1
2024,3,VER,0.0,Q3
2024,3,SAI,0.2700000000000102,Q3
2024,3,PER,0.3590000000000088,Q3
2024,3,NOR,0.4000000000000057,Q3
2024,3,LEC,0.5200000000000102,Q3
2024,3,PIA,0.6570000000000107,Q3
2024,3,RUS,0.8090000000000117,Q3
2024,3,TSU,0.8730000000000047,Q3
2024,3,STR,1.157000000000011,Q3
2024,3,ALO,1.6370000000000005,Q3
2024,3,HAM,1.045000000000016,Q2
2024,3,ALB,1.2520000000000095,Q2
2024,3,BOT,1.4250000000000114,Q2
2024,3,MAG,1.5120000000000005,Q2
2024,3,OCO,1.782000000000011,Q2
2024,3,HUL,2.061000000000007,Q1
2024,3,GAS,2.0670000000000073,Q1
2024,3,RIC,2.170000000000016,Q1
2024,3,ZHO,2.2730000000000103,Q1
2024,5,VER,0.0,Q3
2024,5,PER,0.3220000000000027,Q3
2024,5,ALO,0.4879999999999995,Q3
2024,5,NOR,0.5049999999999955,Q3
